name,id,new_id,x,y,address,owner_name,notes,category
الشايع أوتاد الجهراء,187,19558178,48.09870928,29.17503037,العقيلة ق 5قسيمة 9,السيد/ على محمد عبد اللطيف الشايع,,
الشايع مطار الكويت,188,90734365,47.97152952,29.23931185,مطار الكويت- صالة المغادرين,شركة صيدلية الشايع مطار الكويت,,
الشايع أفنيوز,189,93071421,47.936938 , 29.303225,الري الصناعية مبني 1862 وحده 26A,ص/ رانيا سليمان صالح الشايع,,
رندا,190,17406971,47.93693771,29.30322544,الري ق3 الدائري الخامس مجمع أفينيوز,السيد/ محمد عبد العزيز الشايع,,
صيدلية الصباحية(الدوائية الحديثة سابقا),191,91160113,48.10324913,29.08546453,جنوب الصباحية-ققطعة 1-قسيمة 000049-الوحدة m21,ص/يوسف خلف مسلم الحربي,,
النجاة,192,93071421,47.93693771,29.30322544,الفروانية مجمع الأفنيوز,السيد/ يوسف فهد الشايع,,
الشايع أبراج المنشر,193,92972738,47.67353421,29.34770752,الجهراء ق 41 أ عقار32,السيد/ شايع عبد اللطيف الشايع,,
الجميع المنقف,194,91765243,48.07400397,29.34104996,السالمية -قطعة 4-قسيمة 4501-شارع سالم المبارك-مجمع الفنار-السرداب,جنان شاكر عبدالهادي نقي,,
النصر,195,90773583,47.9242888,29.27097209,العارضية استعمال حكومي-قطعة 01-قسيمة 900014-شارع محمد بن قاسم-مبنى نادي النصر الرياضي,نورة احمد عثمان المجلهم,,
الكوت الساحلي,196,20892288,47.93693771,29.30322544,الرى-مجمع الافنيوز-عقار رقم 1873-الدائري الخامس,غدير سعود بطاح الضلماوي,,
بيفرلي هيلز بيوتي سيكريت,197,19876707,48.07664134,29.32992879,السالمية-قطعة 8-قسيمة 800005-الدور الأرضي-محل رقم 25GR,سمر كاظم فاروق سكوتي,,
البسمة,198,21276209,48.37506571,28.66662499,صباح الأحمد البحرية-قطعة 1-قسيمة 1037-محل رقم 11,حسن زايد سعد الديثان,,
دار السلامة,199,19944263,48.01233839,29.34709404,حولي -قطعه 3-شارع عبدالله عبداللطيف العثمان,ص/عائشة محمد جاسم البعنون,,
المطوع الجهراء,200,14693565,47.66579171,29.35074706,الجهراء -قطعة 5-الشارع الرابع-قسيمة 3301,ص/لطيفة عبدالله سمير الظفيري,,
الصفوة,201,17450614,47.93160187,29.25893958,جليب الشيوخ-شارع المخفر-قطعة 17-قسيمة 17,ص/صوفيا محمد رؤوف محمد,,
مركز حولي,202,16440545,48.03797075,29.33932213,شرق حولي-قطعة 57-قسيمة 2-شارع حمود الناصر,ص/نعيمة يعقوب يوسف البالول,,
المروج,203,18705295,48.0714531,29.30638838,سلوى-قطعة 2-شارع 1-قسيمة 315,ص/ايمان عبدالرضا سيد مصطفى جلال ,,
مارينا,204,18405145,48.0856983,29.33890283,السالمية-قطعة 3-قسيمة 11169,ص/ليلى فاضل خلف التليجي,,
راما,205,13728893,48.13370891,29.07847621,الفحيحيل -قطعة 72-شارع 67-قسيمة 10,ص/علي محمود عبدالنبي العريان,,
السيف,206,19321082,48.12913339,29.07865719,الفحيحيل -قطعة 7-شارع 1-قسيمة 19,ص/احمد علي غلوم الرئيس,,
المطوع الفحيحيل,207,19052353,48.12093449,29.14736771,المهبوله -قطعة 2-شارع 232-قسيمة 5168,ص/عبير عبدالله جاسم التويتان,,
المطوع المركز الالماني,208,17397104,48.01452628,29.34818334,حولي-قطعة 4-شارع المعتصم قسيمة 115,ص/نسرين محمود اميني,,
المطوع الشعب,209,20592402,48.02669512,29.35561978,الشعب البحري -قطعة 8-مبنى 1011,ص/دانة سمير اديب الغواص,,
المطوع مزايا حولي,210,21032407,48.01314461,29.34776842,حولي-قطعة 4-قسيمة 127-مجمع مزايا,ص/ولاء نادر أبو القاسم معرفي,,
المطوع الدوائية,211,10853373,48.01426303,29.34794528,حولي-قطعة 4-قسيمة 116-شارع المعتصم,ص/روان صادق جاسم المطوع,,
المطوع شرق,212,20033475,47.98399869,29.38640689,شرق-قطعة 2-قسيمة رقم 16,ص/رانية عبدالله محمد الخالدي,,
طيبه,213,91229133,47.669209 , 29.347789,الجهراء -قطعة 05-قسيمة 002804-شارع-08,السيد/عبدالله راشد سند الفضالة,,
لمى,214,90505474,48.02439919,29.32358345,الجابرية-قطعة 3أ-شارع 104-قسيمة 68+69,السيدة/لمى سند راشد الفضالة,,
دلال,215,14917012,47.90624535,29.30131658,الرقعي-قطعة 15-الشارع العام مبنى 40,السيدة/دلال جاسم محمد الزيد,,
المطوع ميد كلينك,216,21212782,48.02530738,29.35607775,الشعب -قطعة 8-شارع 81-قسيمة 00100,ص/فاطمة محمود حسين العبدالرزاق,,
المطوع العيون التخصصي,217,19609588,48.02713801,29.35510235,الشعب البحري-قطعة 8-قسيمةب7-شارع الخليج العربي,ورثة/جميل سلطان العيسى,,
الزين,218,96244615,48.095523 , 29.347593,السالمية-قطعة 1-قسيمة38,ص/تهاني سعود عبدالعزيز البناء,,
الخليجية النقرة,219,20922467,47.93693771,29.30322544,الرى-قطعة1-قسيمة 001873-شارع2,ص/صالح راشد عبدالله العباد,,
بوتس مغاتير,220,17038371,47.96212593,29.27915234,الفروانية-قطعة 3-شارع 58-قسيمة 4031,ص/عبدالله عبدالعزيز العنزي,,
المطوع بست,221,90207602,48.01676271,29.34750773,حولي-قطعة 4-شارع المعتصم-قسيمة 4,ص/عبير حسنى توفيق منصور,,
نيرة -المطوع بي كلينك,222,20771873,48.09344147,29.34525933,المطار الدولي-قطعة 1-قسيمة 900036-الإدارة العامة للطيران-مطار الجزيرة,ص/هديه إبراهيم عبدالرحيم معروف,,
الجامعة,223,18871883,48.01579606,29.33152654,حولي-قطعه 79-سارع موسي بنى النصير-قسيمة1,ص/لطيفه راشد عبدالله الطرموم,,
الكوثر,224,18244994,48.06831286,29.32640943,السالمية-قطعة 10-قسيمة20110,السيد/سالم عواد فرحان السهو,,
الخنساء,225,14730186,48.08435604,29.33423381,السالمية-قطعة 128-شارع الخنساء -قسيمة339,ص/ابتسام جاسم محمد السلطان,,
فلسطين,226,16934983,48.02885003,29.32967064,جليب الشيوخ-قطعة 2-قسيمة 104,شركة صيدلية فلسطين,,
شباري القحطاني,227,14654494,47.92542037,29.26329168,جليب الشيوخ-قطعة 1-شارع محمد بن القاسم -قسيمة48,ص/شباري علي محمد القحطاني,,
الرعاية الالمانية,228,14758154,47.92663568,29.25611921,جليب الشيوخ -قطعة 24-شارع المخفر-قسيمة 39,ص/سليمان صالح عبدالله الذربان,,
البادية,229,20175887,48.02727748,29.33861084,حولي-قطعة 27-شارع المثني-قسيمة 7,السيدة/شريفه بدر القطامي وشركاها,,
الرازي,230,11020365,48.0234591,29.3314584,حولي-قطعه5-قسيمه0084ا2-شارع احمد بن طولون,السيد/سالم مساعد العبد العبدالجادر,,
بالكو,231,20713745,47.95422023,29.32260008,الشويخ  الصناعية2-قطعة 1-شارع28-قسيمة 101,ورثة/سعدون راشد سالم أبو قماز,,
تداوي مزايا,232,20960519,48.00967931,29.36729059,بنيد القار-قطعة 1-المبنى 10-شارع الشريف الراضي,ص/منال محمد ضويحي السهلي,,
تداوي النور,233,13464074,48.12333401,29.12958349,أبو حليفة-قطعة 1-شارع فيصل المالك الصباح,ص/منيره فيصل عبدالوهاب بورسلي,,
تداوي الضياء,234,21167539,48.13168354,29.12997257,ابو حليفة-قطعة 1-قسيمة 003405-شارع صباح السالم الصباح,ص/نورة سليمان عبدالعزيز الماضي,,
تداوي السالمية,235,20355319,48.06242039,29.32190879,السالمية-قطعة 10-قسيمة 030955-شارع عبدالكريم الخطابي,ص/كوثر شبيب مراد اشكناني,,
فارما الايمان,236,15584299,47.91416512,29.3002844,الرقعي-قطعة 14-مبنى 18-الدور الأرضي-المحل الوحيد,نوره يوسف خالد الجناعي,,
تداوي,237,14632316,47.66490723,29.35146087,الجهراء-قطعة 33-شارع المتعب,ص/لولوة عبدالرحمن الدعيج,,
يونايتد الفروانية,238,20963103,47.96388246,29.26835374,الفروانية-قطعة 6-قسيمة 1264-محل رقم 10+11+12,ص/كوثر يوسف حمود الشمري,,
يونايتد غرناطة(جمعية غرناطة),239,15834884,47.87880936,29.31223183,غرناطة-قطعة 1-مبنى1,ص/عبدالعزيز حسين عبدالنبى الصايغ,,
يونايتد الوفرة,240,21290684,48.01350258,28.60686555,الوفرة السكنية-قطعة3-قسيمة 900013-شارع 400-مبنى جمعية الوفرة التعاونية-الدور الأرضي-محل رقم 7,ص/عبدالرحمن يوسف حمود الشمري,,
يونايتد اشبيلية(جمعية يونايتد اشبيلية),241,19951834,47.93669084,29.27377747,اشبيلية-قطعة 3-شارع 513-مبنى 900014,ص/منصور يوسف عبدالنبي الصايغ,,
ميزان المنقف,242,20342542,48.12816375,29.10788479,المنقف ق 1 شارع نايف الدبوس,السيد/ مناف عبد الرحمن الوزان,,
ميزان الفنطاس,243,19251141,48.11439811,29.17089941,الفنطاس ق 3 شارع 6,شركة اولاد جاسم الوزان,,
ميزان السيف,244,21510958,48.06730166,29.33267209,السالمية ق 84 برج بي كلينك,السيد/ علي عبد الرحمن جاسم الوزان,,
ميزان الشعب,245,20154963,48.0325762,29.34843213,الشعب ق 8 قسيمه 112,ص/ طارق جعفر يعقوب العريان,,
ميزان الجابرية,246,21497845,48.0213738,29.32455241,الجابرية ق 1 شارع 9 بناية 177,ص/ راشد رياض راشد خزعل,,
الكمال,247,18532726,48.08569921,29.3251711,السالمية-قطعة6-شارع قطر ,السيد/سليمان خالد جاسم الوزان,,
الدعاء,248,11641794,48.04514855,29.33105043,السالمية-قطعة 228-شارع سالم المبارك,السية/مريم يوسف حسين الملا,,
السنابل,249,11279916,48.08611927,29.33566631,السالمية-قطعة 128-قسيمة 18+19,السيد/داوود محمد جاسم الوزان,,
الفردوس,250,16995882,47.92804002,29.25772157,جليب الشيوخ -قطعة 2-شارع خالد عقاب الاشهب,ص/جاسم محمد جاسم الوزان,,
القدس,251,16200605,48.01417277,29.3482661,حول-قطعة4-قسيمة 000117-شارع المعتصم-الدور الأرضي,مساعد عبدالعزيز سعود الدويسان,,
فينيقيا,252,19453827,48.07307919,29.34076908,السالمية-قطعة 04-قسيمة 1ب045,السيد/يوسف صالح احمد الدعيج,,
صيدلية ياكو حولي,253,15212938,48.02579176,29.33374616,حولي -شارع تونس-قسيمة 20-محل رقم 8-الدور الأرضي,احمد حسين خلف الرامزي,,
صيدلية ياكو المركز الطبي,254,15668791,48.05527111,29.33049918,السالمية-قطعة 10-قسيمة 022604-شارع المغيرة بن شعبة,عهود شملان احمد البحر,,
صيدلية صحاري ياكو,255,11406815,48.05845335,29.33332396,السالمية-قطعة 187-شارع سالم المبارك-قسمية1أ+1ب+2-محل 14+15 سندرة,سعود عبدالعزيز فهد الحميضان,,
صيدلية ياكو,256,17476777,48.04486515,29.33101159,السالمية-قطعة 12-قسيمة 022803-شضارع أبو ذر الغفاري-الدور الأرضي,مشاري محمد عبدالله المطيري,,
صيدلية ياكو مجمع الوزارات (ابوللو سابقا),257,10118002,47.97650325,29.36515167,المرقاب -قطعة 1-شارع عبدالله السالم -قسيمة 900056-مجمع الوزارات -الدور الأرضي,اماني احمد غلوم حاجي,,
صيدلية ماسة ياكو,258,18327861,48.04651971,29.34047889,السالمية-قطعة 11-قسيمة00ا122-الشارع الثاني-الدور الأرضي,عماد عيسى علي الناصر,,
صيدلية ياكو العالمية,259,14581977,48.07097061,29.32571241,السالمية -قطعة 201-عقار رقم 14-المحل الوحيد-مخزن تابع للصيدلية -يوجد باب يؤدي الى سرداب اسفل الصيدلية ,احمد حسين محمد عبدالرضا,,
صيدلية ياكو العقيلة,260,18698275,48.0952061,29.17448185,العقيلة-قطعة 5-قسيمة000093-الدور الأرضي-المحل038/1,حامد احمد راشد حمادة,,
صيدلية زمردة ياكو,261,16842747,48.1202318,29.1699219,الفنطاس -قطعة 3-شارع 2-قسيمة3428-الطابق الأرضي-محل 7+8,غنيمه عبدالمحسن عثمان الشرهان,,
صيدلية دانة ياكو,262,13546272,48.12692619,29.10370103,المنقف-قطعة 4-قسيمة0ب5354-شارع عبدالله عبدالله حميدي غانم المعضادي-الدور الأرضي,غنيمه إبراهيم عبدالرحمن الجامع,,
صيدلية درة ياكو,263,18326244,48.11695536,29.17036852,الفنطاس -قطعة 3-قسيمة 001001-شارع 3-الدوري الأرضي,خالده احمد عبدالعزيز القطامي,,
صيدلية ياكو المركزية,264,15382857,47.96304301,29.27525549,الفروانية-قطعة4-شارع حبيب المناور-قسيمة 27-الدور الأرضي,سمير صالح فرحان السعيد,,
العبير,265,14182394,47.67520366,29.34138267,الجهراء-قطعة4-شارع 3-جادة 3-قسيمة 9117-الدور الأرضي,نوال يوسف محمد المسيليم,,
صيدلية دارين ياكو,266,18032035,48.05514303,29.33827993,السالمية-قطعة 9-قسيمة000539-شارع بغداد جادة7-الدور الأرضي,فيصل محمد حسين انى,,
صيدلية ياكو الفنطاس,267,18452822,48.01113179,29.33026329,الفنطاس-الشريط الساحلي-ق1-ش101-مبني 47-برج النصر-الدور الأرضي,زمزم حبيب علي المجادي,,
صيدلية ياكو الدولية,268,17588189,47.96775564,29.36789821,القبلة-قطعة 15-قسيمة 27-الدور الأرضي,حنان محمد عزت عبدالعظيم بركات,,
البيرق العالميه,269,18959172,48.09725631,29.17356968,العقيله ق 5 مبني 23,ص/ دانه علي عبد العزيز الشايع,,
البيرق الوطني,270,18643266,48.09695303,29.17306996,صباح السالم ق 1 مبني 287 شارع 104,ص/ غازي محمد برجس مفرج الدوسري,,
البيرق العالي,271,18254324,48.09725631,29.17356968,العقيلة ق 5 شارع مكه مول,ص/ حسين علي حسين عبد الرضا,,
البيرق الشامخ,272,21010654,48.11638412,29.17975488,ضاحية صباح السالم ق1 قسيمة 407,ص/ مني راشد عبد الله المنصور,,
رجوه(الاسم القديم البيرق الكويتي),273,15540579,48.01051659,28.61172605,الاحمدي-الوفرة السكنية قطعة 1-بلوك1-شارع 118-قسيمة900003,ص/ سامية عبد العزيز عبد الله المنصور,,
أوكسجين,274,15965497,48.08391339,29.24709221,صباح السالم ق 2 قسيمة 9,ص/ امل صنات سفر ضاوي السميري(تحولت الحكومة),,
اوكسجين الخليج,275,92796439,47.95461137,29.28794547,الفروانية ق 2 مبني 71ج,ص/ عمر ابراهيم عبد الواحد,الاسم غير موجود في المعلومات المدنية,
اوكسجين العمريه,276,19067002,47.95561108,29.2855402,الفروانيه ق 1 شارع 83,ص/ عاليه حامد علي الوهيب (اغلاق),,
بلوبيري الخليج,277,13754821,48.12585954,29.08399249,الفحيحيل- شارع المستوصف,السيدة/ احلام خضير عباس فارس,,
بلوبيري الفنطاس,278,19647832,48.11364165,29.17106348,الفنطاس ق 3 شارع عبدالله الحمدان,ص/ ريهام الياس أحمد حسين,,
بلوبيري المهبولة,279,20872738,48.1143956,29.16040706,المهبولة ق 1 شارع103 قسيمه 07003,ص/ عقيل محمود عباس شهاب,,
بلوبيري الحرمين,280,93968204,48.121372 , 29.13687,ابو حليفة ق 2 شارع 5,ص/ حيدر حسن نوشاد حسين محمد,,
بلوبيري الأقصي,281,17799998,47.94130494,29.25491871,جليب الشيوخ ق 10 شارع 100,ص/ ليلي عبد الله إسماعيل حسن,,
بلوبيري الشعب,282,16102087,47.96335347,29.28340758,الفروانية- قطعة 1 شارع 123,السيد / عبد الرحمن خضير عباس الفارس,,
بلوبيري فيلكا,283,12967673,47.93584146,29.25920885,جليب الشيوخ- شارع الرئيسي ق 17,السيد/ أحمد خضير عباس الفارس,,
بلوبيري السلامة,284,12139122,48.02529801,29.32151797,الجابرية-قطعة 3-شارع 7-قسيمة68,محمد خضير عباس الفارس,,
بلوبيري زمزم,285,92621794,47.95220269,29.27698211,الفروانية-قطعة76-شارع44-قسيمة20,سعاد حبيب حاجى يوسف,,
بلوبيري المدينة,286,12782038,47.8715534,29.30498745,الاندلس-قطعة 8-قسيمة 146-الدور الأرضي,منى فالح عصام العجمي,,
بلوبيري الاهرام,287,14946657,47.9616121,29.28257567,الفرواني-قطعة5-قسيمة ج1-شارع المطافي,منصور بندر حسين,,
بلوبيري جليب الشيوخ,288,14949604,47.94128858,29.26037739,جليب الشيوخ ق 7+8 مجمع العصيمي,ص/ احمد عطية الشمري,,
جنى,289,15255022,48.00788393,29.37025496,بنيد القار- ق 1  شارع بور سعيد,ص/ إيمان عبد الرحمن القاضي,,
جنى المنقف,290,92643563,48.13041543,29.09304058,المنقف ق 4 شارع 25 مبني بنك الكويت الدولي,ص/ أسيل أسعد ناصر الثاني,,
جنى حولي,291,20898241,48.03085123,29.33556029,حولي ق 45 شارع المثني عقار 25,ص/ هدي مهيدي حمد صالح العنزي,,
جنى الجهراء,292,18796342,47.66475875,29.35239426,الجهراء ق 3 شارع مرزوق المتعب,ص/ هيا عثمان حمد النامي,,
كيور,293,20274746,48.0659599,29.33210605,السالمية ق 10 ش المغيرة بن شعبة عقار ,ص/ افنان تركي احمد الانبعي  ,,
كيور الشويخ,294,21552496,47.94288965,29.34228615,الشويخ الصناعية شارع المطار,ص/شهد انور خليفة اليتامي,,
كيور العاشرة,295,15812554,48.12125596,29.15816846,المهبولة ق 2 شارع 214 قسيمة 202,ص/ بدور نادر  عبد النبي موسي قاسم,,
كيور خيطان,296,21220459,47.9680794,29.29265889,خيطان قطعه 9 شارع مسقط,ص/ ليلي حسين قاسم ابل,,
شمال غرب الصليبخات,297,95667712,47.82416207,29.32185854,الدوحة-قطعة 1-قسيمة 900019-شارع جمال عبدالناصر,سره علي فدعوس المطيري,,
اوزون الخنساء,298,20156803,48.09085977,29.33948324,السالمية ق 3 شارع الخنساء,ص/ سماء جاسم يوسف الرمضين,,
اوزون صباح السالم,299,21086931,48.07782855,29.26311956,صباح السالم ق 1 قسيمة 373,ص/ اسماء حمود مرزوق الشمري,,
اوزون القيصرية,300,91227963,47.67130221,29.35024968,الجهراء ق 48 قسيمة 11,ص/ وليد خالد خليل حمود,,
سما الكبرى,301,20067405,48.09819425,29.17015162,العقيلة-قطعة 5-قسيمة 84-سما مول,ص.علي سيد سعيد قاسم,,
اوزون الجهراء,302,21295709,47.67263104,29.33879442,الجهراءق4قسيمة9348مبني هياوين محل11,ص. صلاح مهدي منيف العنزي,,
روزيت السالمية,303,11258365,48.08045336,29.33601059,السالميةقطعة5 شارع البحرين قسيمة11914,ص/بثينة باقر جراغ الحداد ,,
روزيت هيلث,304,21322711,48.08630413,29.25663121,صباح السالم ق2 قسيمة 352,ص/ انعام جابر روضان,,
روزيت الجهراء,305,20056925,47.67494857,29.33998465,الجهراء ق 4 شارع 3 قسيمة 9129,ص/ دلال صباح يوسف المنصور,,
اضواء مكه,306,16010553,47.67238923,29.3453364,الجهراء-شارع مرزوق المتعب-قطعة 92-قسيمة 137,ص/احمد عادل سفاح الراشد,,
سلوي الكبري,307,11831117,48.06722106,29.30546401,سلوى-قطعة 1-شارع 2-قسيمة 208,ص/هند ناصر عبدالله العبيد,,
الاندلس الكبري,308,12779082,47.87721895,29.29985083,الاندلس-قطعة6-عقار رقم 238-محل 14,ص/فاضل عبدالنبي عباس حسين,,
الرابية فارما,309,12695014,47.93402549,29.29420995,الرابيه-قطعة 1-قسيمة 900008-شارع 40,ص/عبدالله عوض  فراج الحربي,,
العرف مها,310,16805671,47.67326609,29.34238059,الجهراء -قطعة 4-شارع سعد بن ماضي المطوطح-قسيمة 91103-الدور الأرضي,زهره محمد على محمد,,
العرف هلا,311,20272417,47.67508563,29.34012009,الجهراء -قطعة 4-قسيمة 9123-شارع 3-الدور الأرضي,غدير حسن محمد غلوم,,
شفاء الجزيرة,312,18126031,47.96189759,29.28059321,الفروانية -قطعة 40-قسيمة 11 -الدور الأرضي,انفال راشد عجيل العجيل,,
ربيع الجزيرة,313,19875077,47.9269148,29.25630639,جليب الشويخ-قطعة 24-شارع المخفر -رقم العقار 37,عادل محمد احمد الكندري,,
نسيم الجزيرة,314,18303149,48.133258,29.08435872,الفحيحيل -قطعة 10 -شارع مكة-قسيمة 17+سندرة,نجيبة محمد درويش جواد,,
خالدة,315,16269397,48.08062251,29.29428167,سلوي-قطعة 8-مبنى 251-الطابق الأرضي,ص/خالده عبدالله الخالد البدر,,
لولو,316,16649939,48.12348026,29.08386792,الفحيحيل -قطعة 8-قسيمة 003341-شارع ابن تيميه,السيدة/هدى محمد حسن صفوري,,
الياسمين,317,92699268,48.12930165,29.0857198,الفحيحيل-قطعة9-شارع المستوصف-قسيمة46,ص/ماجده ناصر محمد العجمي,,
البدوية,318,16578659,48.12348304,29.08148909,الفحيحيل -قطعة8-بناية29-قسيمة 33ب14,ص/علي سيد محمد حميد حسن,,
الحميضي الجابرية,319,14718267,48.01977369,29.32285013,الجابرية -قطعة 1أ-قسيمة 39-الدور الأرضي-المحل الوحيد,شركة احفاد حمد صالح الحميضي,,
أبو حليفة,320,17255966,48.13186086,29.1293464,أبو حليفة-قطعة 34-مبنى 17-الدور الارضصي-المحل الوحيد,سعد مبارك الساري المطيري,,
ابن سينا,321,96055937,47.97398461,29.2915096,الفحيحيل-قطعة74-شارع الدبوس-قسيمة 41-الدور الأرضي-محل رقم 34+35+36,مطلق مبارك الساري,,
اتش اس بي,322,94394492,47.97904455,29.28408702,خيطان-قطعة 6-شارع 38-قسيمة 391,صديقة عبدالامير على الصعيليك,,
الامل,323,13730635,48.13384809,29.07944917,الفحيحيل-قطعة 73-شارع 64-الدور الارضى-محل(19+20),محمد عبدالمحسن عبدالعزيز المخيزيم,,
الزاجل,324,11153547,48.08573776,29.34311465,السالمية-قطعة2-شارع يوسف بن حمود-قسيمة0079ب6-الدور الأرضي,عبداللطيف سليمان احمد حمد الأحمد,,
البدور,325,18973185,48.12795235,29.13721002,أبو حليفة-قطعة 60-قسيمة(5+6)-الدور الأرضي-المحلين الوحيدين,شيخة سعد مبارك الجرى,,
السرهيد,326,15503217,48.13520198,29.08015508,الفحيحيل-قطعة66-شارع مكة-مبنى 59-الدور الأرضي-محل رقم (1+2+11+12),سعود دغيمان السرهيد المطيري,,
طيبه كلينك,327,91229133,47.66920948,29.34778882,المنقف-قطعة1-شارع101-قسيمة8-الدور الأرضي-المحل الوحيد,عبدالله راشد سند الفضالة,العنوان لا يطابق المعلومات المدنية,
شركة صيدلية كور فارما,328,93458917,48.03715837,29.33119146,حولي-قطعة6-قسيمة005707-شارع 321-الدور الأرضي-المحل الوحيد,وليد محمد صالح القطان,,
دبي,329,10158717,47.97178868,29.37308882,سوق واجف-شسارع الجزائر-قسيمة22--محل 1+2,امينه عبدالامير حسن عيدي,,
الاتحاد,330,10115709,47.97684787,29.36762466,المرقاب-قطعه01-شارع الشهداء-قسيمة01-الدور الأرضي-محل 5+6,منيره عادل مبارك العصفور,,
الحياة,331,18947657,48.03815375,29.33905534,السالميه-قطعة57-شارع حمد الناصر-قسيمة3-الطابق الأرضي-المحل الوحيد,الاء صالح إبراهيم العبيد,,
مركز الربيعة الطبي,332,92953887,47.96507398,29.28724748,الفروانية-قطعة46-شارع المطار-قسيمة4-الدور الأرضي-المحل الوحيد,منى خضير عبدالله شهاب,,
غدير,333,91633099,48.02285622,29.32490585,الجابرية-قطعة1أ-قسيمة 000005-شارع إبراهيم حسين معرفي-الدور الأرضي,حمد سالم فرحان سالم,,
قرطبة,334,20680525,48.05308411,29.33583243,السالمية-قطعة 11-شارع يثرب-جادة 2-قسيمة 00ب105-الدور الأرضي,يوسف عبدالمحسن يوسف ثنيان الغانم,,
ال تي اس فارما,335,10247883,47.97510707,29.36980779,صباح السالم-قطعة1-قسيمة 447,ورثة/محمد إبراهيم محمد الرخيص,,
الساتول المرقاب,336,16642147,48.0123284,29.34309451,حولي-قطعة02-قسيمة021503-شارع ابن خلدون-الدور الأرضي,ند عفاف عبدالحميد المتولي,,
السلام,337,90243531,48.07779265,29.3407272,السالمية-قطعة49-شارع سالم المبارك-عقار31-الدور الأرضي,أميرة عيسى فرج بهبهاني,,
الإخلاص,338,20756542,48.0779774,29.26563868,صباح السالم -قطعة1-قسيمة443-مبنى علي حسين عبدالرضا,فاطمة-خنيات فرحان السالم,,
بو شهري الزهراء,339,20563214,48.00281403,29.37430706,السالميه-قطعة83-شارع2-عقار رقم 15,مصطفى جواد بوشهري,,
النمران,340,13031973,47.92663568,29.25611921,جليب الشيوخ-قطعة(24)-شارع المخفر-قسيمة 39,علي محمد سعود النمران,,
الهناء,341,11728654,48.05614085,29.32717639,شارع عمان -عمارة صافية الحضرم-رقم 20-قسيمة 254-الدور الأرضي,نوره فلاح علي العازمي,,
السماح,342,11355667,48.06812456,29.33821602,السالمية-قطعة1-شارع سالم المبارك-قسيمة1-الدور الأرضي والسندرة-محل رقم 526,صلاح الدين محمد صالح الغول,,
بو شهري,343,11417493,48.06097976,29.33479127,السالمي-قطعة 22-شارع سالم المبارك-قسيمة 1أ,جواد جاسم محمد بوهري,,
حولي,344,10856195,48.01498053,29.34572752,حولي-قطعة4-شارع تونس-قسيمة 8-الطابق الأرضي,وسيمه يوسف عبدالرزاق السجاري,,
الرائد,345,11491634,48.05967339,29.32366692,الفحيحيل-قطعة 11-قسيمة 074أ41-شارع58-الدور الأرضي,مها عادل مبارك العصفور,,
سبريت مارينا,346,20534894,48.09249345,29.34397433,السالميه-قطعة89-شارع الخنساء-قسيمة8903-الدور الأرضي,نهار سعود نهار جديع,,
الفهد,347,17089064,48.08273316,29.33272929,السالمية-قطعة 127-شارع البحرين-قسيمة 8-الطابق الأرضي-المحل الوحيد,فهد احمد فهد الفهد,,
ابن رشد,348,18714255,48.04478798,29.33253541,السالمية-قطعة52-قسيمة9-الطابق الأرضي-المحل الوحيد,محمد امين عبدالخضر بهبهاني,,
ابن النفيس,349,92797642,48.09284012,29.34285508,السالمية-قطعة3-شارع الخنساء-قسيمة 8914-الدور الأرضي,فتوح حسن جعفر,,
نورة,350,15642532,47.67589152,29.34072667,الجهراء-قطعة04-قسيمة009198-شارع 3-جادة01-الدور الأرضي,راشد صقر راشد الأرملي,,
المركز,351,11626236,48.04284644,29.33228046,السالمية-قطعة 11-قسيمة005310,عبدالله محمد عبدالله العلي,,
دانة الغانم,352,20132238,47.917756,29.30949258,الفروانية-قطعة 1 -قسيمة0050أ1-شارع علي فهد الدويلة-الدور الأرضي,يوسف خليفة يوسف الرومي,,
انترناشيونال كلينك,353,17724726,47.96714331,29.27356714,الفروانية-قطعة 58-قسيمة 18أ-الطابق الأرضي,الشركة المتحدة للأدوية,,
الأحلام,354,10313369,47.96512378,29.36249987,الصالحية-شارع فهد السالم -قطعة 13-الدور الأرضي,زمزم عبدالحسين علي رجب,,
المناور,355,93962451,47.96689972,29.27277654,الفروانية-قطعة 3-شارع حبيب مناور -قسيمة رقم 5828,هودنا محمد ناصر الرشيدي,,
المركز الكندي المتحدة-,356,19063781,47.99035902,29.38810619,شرق -قطعة 3-قسيمة 000020-شارع عبدالله صالح الملا-الدور الأرضي,شهد خالد حمد الصبيح,,
المعجل,357,10253001,47.97793145,29.37038182,المرقاب-قطعة 10-شارع عبدالله المبارك-قسيمة 6-الطلابق الأرضي,فيصل فهد عبدالرحمن المعجل,,
الوحدة,358,12267642,47.96939387,29.29088749,خيطان-قسيمة 006101-شضارع ناصر صنهات العصيمي-الدور الأرضي,فهد احمد فهد الفهد,,
غرناطة,359,91639773,47.9678988,29.36804673,القبلة-قطعة 15-شارع فهد السالم-قسيمة 7-مجمع العبدالهادي-الدور الأرضي-محل رقم 7+8,شركة صيدلية غرناطة,,
طارق,360,14704076,48.08712948,29.34246592,السالمية-قطعة 2-قسيمة 008216-شارع حمد المبارك-الدور الأرضي,طارق يوسف جمعة الياسين,,
العوده,361,11121932,48.02956878,29.34953761,الشعب البحري-قطعة 8-شارع نافع بن الأزرق قسيمة 28-المحل الوحيد,حسين مهدي حسين السليسل,,
